K,Error
0,2.693123159207461
1,2.5882708323830377
2,2.5226919159974965
3,2.4480905019369015
4,2.3269424017084153
5,2.220016264580172
6,2.143676048911318
7,2.0601572084334454
8,1.9615633386009044
9,1.8828434314188913
10,1.812344405867267
11,1.7328501418127593
12,1.6750402379852984
13,1.6741599496563218
14,1.599032034734654
15,1.5298301395640557
16,1.5356495469260434
17,1.508359049460756
18,1.4337728136332326
19,1.4818931981554133
20,1.4409136586207878
21,1.4304766268019378
22,1.3277760803284204
23,1.3967432912627926
24,1.3500094456121738
25,1.3038794265716958
26,1.286908435242164
27,1.2721195998360566
28,1.214805726426395
29,1.1825476201426055
30,1.1835016106098157
31,1.1581450601069474
32,1.0958204585692173
33,1.095005735879554
34,1.0684360862151436
35,1.0324714082272588
36,1.0121484011441384
37,1.0249254760342628
38,1.0102392419405581
39,0.9560043747533538
40,0.9932970817334986
41,0.9567083041842505
42,0.9288749884818384
43,1.057672788878838
44,0.9301683039066384
45,0.9007784896099024
46,0.9907582180042581
47,0.9169870402844778
48,0.8237369731726715
49,0.8645921819080766
50,0.8253331097183245
51,0.7818202416693385
52,0.8479525815412678
53,0.8195647373021788
54,0.7577728645456596
55,0.7737912595649001
56,0.7906582067075679
57,0.746556170695609
58,0.712604775410341
59,0.7858018309018975
60,0.7061196413757482
61,0.6482061827855413
62,0.6380695932787761
63,0.6319271692859687
64,0.6304761947260425
65,0.5942286052259877
66,0.6154688016786093
67,0.618423127797103
68,0.5957860425017566
69,0.6120396502839976
70,0.5614569743976117
71,0.5875018713035118
72,0.5879257584231726
73,0.5563675978149132
74,0.5583189720019356
75,0.5574235583738806
76,0.5385032904338621
77,0.5638692224570621
78,0.5423924305746629
79,0.5126455063699029
80,0.5934772208924888
81,0.5877377014454359
82,0.5117631296862541
83,0.5737601349505799
84,0.5607865016184073
85,0.5118684226328722
86,0.5783836117163673
87,0.5573722981729697
88,0.4957063458782954
89,0.5045032640328858
90,0.5265002920686401
91,0.5375648084522768
92,0.4891722234223177
93,0.4509344606537432
94,0.40664067740449206
95,0.4660844789181376
96,0.4078208467443032
97,0.3938023081148511
98,0.4497659561510457
99,0.3966259886208623
100,0.3680182572364105
101,0.40875842204579665
102,0.3759111198056709
103,0.347698703080105
104,0.39452634840657513
105,0.3735802930298154
106,0.3216283228973327
107,0.3722696011645777
108,0.370543188540657
109,0.3242356646264064
110,0.3382076981048006
111,0.3551145634728585
112,0.3358084550295048
113,0.3085043606738966
114,0.31395725459258567
115,0.2957217658895661
116,0.314215733873854
117,0.31712711113507364
118,0.284733242823341
119,0.29204560829608406
120,0.315816601232843
121,0.3023209099100272
122,0.27062474993755326
123,0.3413121631369082
124,0.3241359243634748
125,0.2422955893075473
126,0.28894639669673045
127,0.29462773740776393
128,0.24303550023428525
129,0.27692585377570833
130,0.27634938181421603
131,0.23780798432358927
132,0.24304644934555067
133,0.2354531993848227
134,0.22582242065465488
135,0.26340035199076933
136,0.24133045284471563
137,0.2230558900868861
138,0.24659228578071346
139,0.23659572019203562
140,0.2154392007373002
141,0.29068826038244755
142,0.25274817561485197
143,0.27063316220702227
144,0.33146579743079313
145,0.3042694397857781
146,0.3726185643826464
147,0.3400923089202789
148,0.24257266383307413
149,0.255003523610644
150,0.31418442791201634
151,0.20837937169772627
152,0.300647305580036
153,0.3821557123918445
154,0.2756846253861
