K,Norm
0,1367.745863569203
1,1084.8266391636191
2,1058.2994044858092
3,1020.2304376146564
4,939.8666323972157
5,967.581813886525
6,1004.4791673683678
7,884.288231578883
8,857.6632625784915
9,893.4983319360895
10,858.8179174874389
11,759.9385112993187
12,837.417063170571
13,826.1897641636222
14,770.3353361259335
15,785.412211214488
16,728.4810075407327
17,751.2330240182134
18,742.6667562077762
19,739.1953012474942
20,698.7682949650972
21,682.7541515035645
22,678.4218574336935
23,694.459612910056
24,657.8272369582241
25,656.0621479403824
26,625.3423598503769
27,644.274428101289
28,646.540045801775
29,604.3990899173936
30,630.1982452878636
31,622.373702234259
32,1054.8362500423639
33,608.6758022451564
34,1007.0029959023402
35,596.9816969013095
36,592.1231488797602
37,578.7725586449922
38,587.6992308250659
39,588.4578033725144
40,576.7327786315176
41,579.8148783337748
42,545.2885314195179
43,996.3610826131201
44,615.8770860305482
45,570.6449661490057
46,563.9645252407656
47,556.6129152124204
48,576.2081232326925
49,603.0962730070335
50,571.1385338195541
51,551.7738725714787
52,557.8019415601037
53,551.576410310693
54,569.035307948796
55,564.3469452653446
56,611.1052097633121
57,548.4156074854512
58,594.183034021696
59,577.6290298809398
60,615.9558455404575
61,575.2853811858744
62,600.2360926387584
63,583.9065710744254
64,564.2745102407739
65,580.5654409541935
66,593.172604212826
67,596.8050778340995
68,561.4256632970719
69,587.9533518168718
70,580.416400347553
71,543.1358181091315
72,591.8255390755644
73,959.9057685727964
74,558.8539001736827
75,578.9775254278411
76,532.7807903363462
77,548.5714964154602
78,538.2608923457932
79,521.2103285097276
80,563.8355618248136
81,540.1763420056568
82,541.5989720583904
83,521.1318835447264
84,543.5361654780218
85,524.4976720769464
86,520.066515520906
87,528.3394727533398
88,929.7548452990661
89,499.66210739279694
90,483.86610369176015
91,480.87076097638663
92,521.8313781541899
93,490.3272264424116
94,500.3277845510956
95,504.5014295761396
96,494.60579033177186
97,468.2077024902256
98,455.8386260764883
99,451.4235430984832
100,454.08704450988773
101,460.12957130455555
102,473.55315033858955
103,462.34599324081506
104,441.9574432267822
105,455.12271327966465
106,445.56885851719943
107,456.220926788814
108,446.40636098819897
109,446.2257365148783
110,439.5100281763351
111,461.836460025126
112,433.31470381177934
113,432.1341098703648
114,483.67528189556435
115,430.4989424263646
116,421.9228261770566
117,430.1667176913718
118,440.03377642662235
119,423.5967652907699
120,412.4511278471372
121,417.56187832355
122,445.5926634652997
123,431.9010861087869
124,396.6370443860634
125,412.56505440245047
126,425.905630152877
127,443.24318362291535
128,473.1695725604834
129,409.7367081693172
130,433.06212467029735
131,418.4263230302494
132,422.48853095067807
133,412.63305169194723
134,413.79511866350407
135,411.21985558035334
136,435.3521115226227
137,442.66756030555695
138,410.6311652197628
139,459.1944728315133
140,416.22436621632585
141,446.8251942912671
142,390.44366055792506
143,407.5887751103089
144,463.829399450523
145,420.6022849603208
146,424.53665419574395
147,423.64504920180224
148,421.4993981779158
149,449.8058737742202
150,439.8323846106155
151,446.2281120793716
152,411.0297243022692
153,427.9901489713977
154,464.4609384587092
155,460.3850413052498
156,463.9366138178435
157,425.2347806561797
158,433.4685014681786
159,427.0644716106267
160,474.4451897810095
161,437.856941094043
162,458.3042056919861
163,439.62964007480167
164,461.9218039121479
165,424.39667203358687
166,434.4527177536204
167,452.7503131946872
168,420.7745786635205
169,461.5732166063104
170,442.8274930612398
171,457.7830477043446
172,424.41548149978945
173,425.9574309653226
174,426.52500653035634
175,492.3749229897001
176,499.48133499566757
177,441.87912607466177
178,449.52050405639903
179,442.3742006058179
180,462.06189590238256
181,422.52179374294957
182,434.54631142318306
183,442.4058104365505
184,414.4019532617678
185,468.77796661501293
186,441.08212854692306
187,449.5605530836942
188,400.74079403896883
189,416.2551538630237
190,430.94717702072853
191,417.97824817511435
192,418.40043850660953
193,425.6065051606734
194,459.32235560073076
195,413.28580061876926
196,401.2448252119181
197,415.80382354832363
198,474.9536562096188
199,419.70793635825663
200,395.4239712572662
201,429.76357667099523
202,374.9188397322702
203,365.9152624594568
204,454.073458435882
205,386.36543446083266
206,383.33239543430875
207,362.673001979153
208,373.5368680371668
209,420.6521672058235
210,389.1337238981005
211,380.4792745481703
212,390.2588483578946
213,386.75054302099755
214,357.43829354874816
215,377.08474833129435
216,1922.6257213942902
217,488.32314261336734
218,382.95780253706533
219,520.9318082683355
220,396.194979467611
221,467.9657288395123
222,362.5762761815632
223,457.2149317391972
224,381.59739338366654
225,403.61901090888654
226,347.98481948444953
227,364.4808148604146
228,399.50688624284504
229,1916.1524413653517
230,362.0839932083166
231,423.40311459657084
232,485.3263003758558
233,387.60180897651475
234,356.73115229345314
235,555.1217198716818
236,481.6070489821701
237,348.3211086316895
238,541.5765923750184
239,456.3765518795013
240,467.3761880049734
241,394.6579505612709
242,387.19655276979717
243,354.27639647529145
244,398.8420893587194
245,513.9029282472127
246,377.62317370291214
247,370.7059709383334
248,542.4519673849832
249,359.00590452138016
250,342.70347416541114
251,343.2944383776584
252,399.99749132207955
253,334.15034712352724
254,381.2520888171405
255,353.03322712441485
256,352.21474330189295
257,332.112817784355
258,334.46932862597913
259,290.1806982541287
260,359.578932688444
261,325.6041580185098
262,326.9431560541232
263,535.7707016021491
264,472.83735903594
