K,Error
0,1.145308861216495
1,1.1150217230024217
2,1.0736761426299772
3,1.0384037075924581
4,1.003436110581941
5,0.9749183410752674
6,0.9487667161365422
7,0.9256054643030063
8,0.9008066080886615
9,0.8796189411600419
10,0.8562853441563223
11,0.8371944039280547
12,0.8221334509303956
13,0.8073307536143675
14,0.7902165961862507
15,0.7782792319561788
16,0.7645125923504578
17,0.7555994105627185
18,0.7449834886841868
19,0.7359542377839309
20,0.7263120013107848
21,0.7187639759388138
22,0.7104867592394071
23,0.7038613779082006
24,0.6970558783843448
25,0.6918689586183949
26,0.686661406386177
27,0.6811289065785542
28,0.6759920431482579
29,0.670402649891364
30,0.6669374365169769
31,0.662515909075407
32,0.6587103167991392
33,0.6556255065881168
34,0.6530609310100903
35,0.6506936190502355
36,0.6467874680862634
37,0.6438970324990487
38,0.6401117534700759
39,0.6375142479850586
40,0.6341593033569752
41,0.6306458321240015
42,0.6279467885165085
43,0.6250875083680811
44,0.6216124071447099
45,0.618626080185877
46,0.6157822062734686
47,0.6133626419618345
48,0.6101624037742495
49,0.6076661641061117
50,0.6058342202434343
51,0.6029542700727785
52,0.6005199422197858
53,0.5973658911849355
54,0.5949727509224707
55,0.5927089758934829
56,0.5903839637733457
57,0.587794917340084
58,0.5854093431790649
59,0.5831574720785972
60,0.5808598057989459
61,0.5789682585865207
62,0.5767950593703709
63,0.5754022267004304
64,0.5729331455748368
65,0.570079659734614
66,0.567614608862535
67,0.5653130509912108
68,0.5640608543547695
69,0.5631364822689937
70,0.5625260665112998
71,0.5617282760187385
72,0.5610842791252628
73,0.560578204638735
74,0.5599440397826119
75,0.5593355075727826
76,0.5588172931062417
77,0.5581387879151624
78,0.5574179803790558
79,0.556837298008511
80,0.5564260122901379
81,0.5559240031611259
82,0.5553331298979345
83,0.5548037096358778
84,0.5543801296729689
85,0.5536289244539715
86,0.5527991500042766
87,0.5518628932272521
88,0.5514068259729804
89,0.5508311803443262
90,0.5506405063533555
91,0.5500070010296604
92,0.549666042397544
93,0.5488953337121159
94,0.5479025725248298
95,0.5465071375704094
96,0.5449845088342578
97,0.5442022393116931
98,0.5432319001652847
99,0.5422359646754846
100,0.5411786839967879
101,0.5405130011011208
102,0.5397416101008407
103,0.5387022781967913
104,0.5377251514936419
105,0.5364872843314334
106,0.5359292866670842
107,0.535447140599276
108,0.5354136586555658
109,0.5340507689208746
110,0.5329436888725085
111,0.5314698604699962
112,0.5303506522807715
113,0.5292663981619854
114,0.528210355636384
115,0.5281784387643501
116,0.5272124441196476
117,0.5265370372780547
118,0.525822094309427
119,0.5254682258638411
120,0.5249897564469298
121,0.525395720710344
122,0.524212720894118
123,0.5230437372966181
124,0.5226560922256391
125,0.52238780020746
126,0.522135667721856
127,0.5217330596647828
128,0.5213811240192348
129,0.5209730960572719
130,0.5205985383662992
131,0.5203029773151733
132,0.5200824894813763
133,0.5196427229968553
134,0.5194919080774845
135,0.5197538405474225
136,0.5197539047060964
137,0.5196453060857502
138,0.5191837427493708
139,0.5184594227285497
140,0.517917710061977
141,0.5173377028410101
142,0.517268254110895
143,0.5171565399030472
144,0.5171136571207108
145,0.5176185268565708
146,0.517363113578341
147,0.516294427504692
148,0.5160459296323926
149,0.5159552878810936
150,0.5156035569292152
151,0.5158692400061919
152,0.5144815250549681
153,0.5137153185456372
154,0.5130362605658523
155,0.5122168059582385
156,0.512025674640634
157,0.5117619656398142
158,0.5116085830234008
159,0.5117158282345554
160,0.5122340635423667
161,0.5127555044237637
162,0.5109485415245062
163,0.5106060291741624
164,0.5098662420663574
165,0.5094438509958287
166,0.5091687024367574
167,0.5087904822315662
168,0.5081394812726794
169,0.5081748355616936
170,0.5077809125936147
171,0.5072039393400526
172,0.5063692184494233
173,0.5059687337522054
174,0.5052748781482171
175,0.5049641492112463
176,0.5048097213444663
177,0.5042744454077567
178,0.5038259150325682
179,0.503538899159736
180,0.5033210308550473
181,0.5032124470503666
182,0.5030209796562298
183,0.5028443612643464
184,0.5027285742214779
185,0.5026825051769793
186,0.5025273145246753
187,0.502371826866399
188,0.5021462662046142
189,0.5020688070322316
190,0.5018325999503641
191,0.5015904950341669
192,0.5016002285470097
