K,Norm
0,48.22608506658885
1,12.055587026845672
2,32.76948079823092
3,39.894878968649245
4,43.28907037911495
5,62.29404539578776
6,110.030461068002
7,86.52273093997374
8,47.78320617102225
9,35.857689335837335
10,51.44793399634317
11,30.70582060496223
12,35.84896626807333
13,38.438381906041414
14,27.497137628144785
15,24.91897239857392
16,28.084834964458945
17,42.04478810201594
18,20.997765859354587
19,70.40391595601386
20,75.26800760961642
21,35.600948548304956
22,43.51218623122389
23,57.84464549129796
24,32.597161134557716
25,25.132561344413556
26,47.816729555644876
27,19.557353586987478
28,22.1858618516715
29,23.782501901499437
30,15.809308866809523
31,23.89368643445611
32,26.118311735385774
33,30.181554234994344
34,21.76667298958355
35,23.61656210943326
36,20.748129559794744
37,26.219651899936288
38,6.178820129600004
39,18.341105061454556
40,6.084508778742954
41,13.813510888199287
42,13.898255604460987
43,28.867917399233097
44,16.389507064718547
45,12.386169153156926
46,6.4845019566126725
47,9.91240225877448
48,14.320759317686552
49,9.133059673144478
50,9.286562539831761
51,11.233490395924603
52,26.41470971641385
53,21.091872411979903
54,8.953164875328012
55,8.457547790603476
56,11.165045920654789
57,40.48291206667212
58,13.575761354542088
59,28.911227997190004
60,20.73876385431237
61,22.82120076873383
62,20.33010606143204
63,8.265373635881938
64,40.20463415484321
65,26.220569104437672
66,14.128869909592769
67,42.12241137606732
68,32.98878596276913
69,10.62176712120942
70,32.75765977543451
71,44.362033232057826
72,9.073116086675448
73,29.38947587403741
74,5.881701011234145
75,4.222001563304671
76,4.1805503395769
77,6.235635341791733
78,6.418012930610792
79,12.898190801132682
80,4.938469156715359
81,9.49420229149658
82,3.7673485985403334
83,5.524651862606103
84,6.650606496318413
85,6.7695155663436575
86,9.525330775069556
87,16.879534744365458
88,10.757146522147059
89,6.046910858306622
90,13.95636250554221
91,21.328321636702405
92,11.664609504146958
93,7.3796397253920745
94,13.297239875694967
95,10.639336307875734
96,13.988781641422959
97,9.056971445162993
98,23.52299985786502
99,13.112845401297955
100,8.577634724001042
101,12.219581724482138
102,7.956864849994474
