Accuracy,StepsNum,SAGA,Method
0.9107142857142857,1,False,DIMINISHING
0.9285714285714286,10,False,DIMINISHING
0.9107142857142857,1,False,DIMINISHING
0.9285714285714286,10,False,DIMINISHING
0.9107142857142857,1,False,DIMINISHING
0.9285714285714286,10,False,DIMINISHING
0.9285714285714286,10,False,DIMINISHING
0.9285714285714286,10,False,DIMINISHING
<<<<<<< Updated upstream
0.9285714285714286,10,False,DIMINISHING
0.9285714285714286,10,False,DIMINISHING
0.9642857142857143,10,False,ADAGRAD
0.9732142857142857,10,False,ADAM
0.6428571428571429,10,False,ADAM
0.6428571428571429,10,False,ADAM
0.09821428571428571,10,False,ADAM
0.9732142857142857,10,False,ADAM
0.9732142857142857,10,False,ADAM
0.9553571428571429,10,False,ADAM
0.9732142857142857,10,False,ADAM
0.9732142857142857,10,False,NADAM
0.6428571428571429,10,False,NADAM
=======
0.6428571428571429,100,True,DIMINISHING
0.6428571428571429,100,True,DIMINISHING
0.6428571428571429,100,True,DIMINISHING
0.6428571428571429,100,True,DIMINISHING
0.6428571428571429,1000,True,DIMINISHING
0.9732142857142857,100,True,NADAM
0.9642857142857143,1000,True,NADAM
0.9732142857142857,10,False,NADAM
0.9732142857142857,100,True,NADAM
0.9732142857142857,1,False,NADAM
>>>>>>> Stashed changes
0.9732142857142857,10,False,NADAM
0.9732142857142857,10,False,NADAM
0.9732142857142857,100,True,NADAM
0.9732142857142857,100,True,NADAM
0.6428571428571429,100,True,DIMINISHING
0.6428571428571429,100,True,ADAGRAD
0.6428571428571429,100,True,ADAGRAD
0.9196428571428571,100,True,ADAGRAD
0.9553571428571429,100,True,RMSPROP
0.9642857142857143,100,True,ADAM
0.9642857142857143,100,True,NADAM
