K,Norm
0,13.288958994078683
1,7.860067555516801
2,12.672042580908087
3,11.868620489943217
4,13.52313586925874
5,12.082457990439684
6,11.374804874233979
7,14.602049423721379
8,12.348057189439155
9,9.672909692887163
10,11.786953008920337
11,15.39136282064401
12,17.260472994886126
13,18.78271846570718
14,15.011435832421515
15,17.18271988106706
16,17.0218456115833
17,9.966914286466118
18,6.7132730106582805
19,8.42278024152495
20,8.331118420900447
21,8.498167034796374
22,9.023200879115079
23,10.865982791150296
24,10.17847082602741
25,8.478111911572249
26,8.932215533118516
27,9.767383456400754
28,14.668291979243397
29,16.09982315595897
30,9.604238783088235
31,9.284706772909384
32,10.997064035710471
33,10.245394413444686
34,6.954843371391068
35,5.917848697885349
36,5.161022876482363
37,6.19078491673535
38,4.5933298606617745
39,5.269445810713717
40,6.695876357106344
41,5.634058348437749
42,5.877244151941638
43,9.426427837968042
44,4.812589435263743
45,6.18434088398237
46,6.3944788838871505
47,7.977903669825814
48,5.957657747775793
49,10.981277381622192
50,7.550611518462368
51,7.813574480178814
52,4.988008137323302
53,3.645071017151132
54,2.136847245107584
55,3.147342915651075
56,2.992791995512366
57,5.726531928134377
58,5.024212976685846
59,5.72395810012717
60,5.973277254908846
61,4.272823752047516
62,5.203143393926766
63,3.7421125738045777
64,6.745862596136847
65,6.920984398646217
66,5.863236213121262
67,9.755003741291507
68,4.185282661281269
69,5.013620904911739
70,13.403479906990961
71,5.137594762072032
72,4.085672994480503
73,1.0984987392233405
74,1.8028206464091505
75,2.7065023639973766
76,3.7389068770200478
77,4.2686014102893335
78,4.635299295448676
79,9.621056237814953
80,10.824279366558555
81,6.7249715410261
82,5.234937408075503
83,6.581861070126962
84,8.362521171945831
85,2.228497687189989
86,7.421635340216151
87,2.79549762540815
88,6.277321836921056
89,1.8636146604580877
